title,genre,subgenre,vocal_gender,mood,target_bpm,energy_score,activity_fit,hook_timing,style_influence,weirdness,minimum_duration_seconds,vocals_required,similarity_cluster,suno_prompt,status
Summer Truck (feat. The Night),Modern Country Pop,Country-Crossover,female,celebratory,120,7,tailgate party,0:06,76,48,150,TRUE,moder-c07,"Country-Crossover, celebratory female lead vocal, raspy heartfelt male lead; 120 BPM; production: fiddle accent, twangy electric lead, banjo pluck; theme: small town big love; hook at 0:06 (post-chorus 'oh-oh' tag); modern radio-ready mix; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Blue Hymn,Modern Country Pop,Country-Crossover,female,hopeful,106,8,front porch,0:06,66,47,146,TRUE,moder-c07,"Country-Crossover, hopeful female lead vocal, raspy heartfelt male lead; 106 BPM; production: claps and stomps, fiddle accent, harmonized backing vocals; theme: Friday night lights; hook at 0:06 (two-word chant hook); playlist-core sonic palette; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Front Hymn,Modern Country Pop,Country Pop,female,tender,128,6,tailgate party,0:10,65,52,182,TRUE,moder-c08,"Country Pop, tender female lead vocal, raspy heartfelt male lead; 128 BPM; production: banjo pluck, subtle 808 in chorus, slide guitar lick; theme: mama always said; hook at 0:10 (post-chorus 'oh-oh' tag); sync-license cinematic finish; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Tailgate Hymn (feat. The Night),Modern Country Pop,Pop Country,male,heartbroken,115,8,wedding first dance,0:08,75,41,186,TRUE,moder-c08,"Pop Country, heartbroken male lead vocal, bright country pop female lead; 115 BPM; production: twangy electric lead, claps and stomps, tight pop drums; theme: backroad nostalgia; hook at 0:08 (single-line repeatable hook); festival-ready loudness; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Blue Heart,Modern Country Pop,Country-Crossover,female,celebratory,126,9,small-town main street,0:08,74,40,130,TRUE,moder-c08,"Country-Crossover, celebratory female lead vocal, raspy heartfelt male lead; 126 BPM; production: fiddle accent, tight pop drums, claps and stomps; theme: ring on her finger; hook at 0:08 (melodic ad-lib hook); headphone-detail production; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Magnolia Memory,Modern Country Pop,Country Pop,male,nostalgic,94,8,bonfire night,0:12,68,47,197,TRUE,moder-c08,"Country Pop, nostalgic male lead vocal, harmonized country duet; 94 BPM; production: slide guitar lick, harmonized backing vocals, claps and stomps; theme: she's the whole damn town; hook at 0:12 (echoed call-and-response hook); modern radio-ready mix; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Lonestar Cross,Modern Country Pop,Country Power Ballad,male,wistful,113,7,backroad summer drive,0:12,75,42,180,TRUE,moder-c08,"Country Power Ballad, wistful male lead vocal, warm twangy lead; 113 BPM; production: banjo pluck, warm pedal steel, claps and stomps; theme: ring on her finger; hook at 0:12 (melodic ad-lib hook); modern radio-ready mix; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Hometown Roads (feat. The Night),Modern Country Pop,Country Power Ballad,male,yearning,104,6,small-town main street,0:12,75,41,99,TRUE,moder-c08,"Country Power Ballad, yearning male lead vocal, harmonized country duet; 104 BPM; production: slide guitar lick, twangy electric lead, claps and stomps; theme: first beer first kiss; hook at 0:12 (name-drop hook); TikTok-hook-first arrangement; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Backroad Lights,Modern Country Pop,Bro Country Pop,female,patriotic-warm,120,7,wedding first dance,0:12,70,42,182,TRUE,moder-c08,"Bro Country Pop, patriotic-warm female lead vocal, harmonized country duet; 120 BPM; production: modern stadium drums, anthemic snare backbeat, fiddle accent; theme: long way home; hook at 0:12 (earworm vowel-loop hook); headphone-detail production; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Heartland Kiss (feat. The Night),Modern Country Pop,Stadium Country,female,tender,106,6,wedding first dance,0:12,67,47,133,TRUE,moder-c08,"Stadium Country, tender female lead vocal, soft acoustic verse, big chorus; 106 BPM; production: modern stadium drums, warm pedal steel, claps and stomps; theme: she's the whole damn town; hook at 0:12 (two-word chant hook); festival-ready loudness; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Heartland Kiss,Modern Country Pop,Pop Country,male,playful,113,7,tailgate party,0:12,66,51,175,TRUE,moder-c08,"Pop Country, playful male lead vocal, soft acoustic verse, big chorus; 113 BPM; production: fiddle accent, tight pop drums, subtle 808 in chorus; theme: backroad nostalgia; hook at 0:12 (single-line repeatable hook); billboard-ready master; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Blue Eyes,Modern Country Pop,Stadium Country,female,lovestruck,93,6,wedding first dance,0:10,77,43,139,TRUE,moder-c08,"Stadium Country, lovestruck female lead vocal, harmonized country duet; 93 BPM; production: tight pop drums, modern stadium drums, bright acoustic guitar; theme: Sunday porch hymn; hook at 0:10 (two-word chant hook); festival-ready loudness; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Heartland Jeans Reborn,Modern Country Pop,Country Pop,female,front-porch,92,8,small-town main street,0:06,79,44,201,TRUE,moder-c09,"Country Pop, front-porch female lead vocal, bright country pop female lead; 92 BPM; production: anthemic snare backbeat, twangy electric lead, subtle 808 in chorus; theme: the one that got away; hook at 0:06 (phone-number style chant); premium polished mix; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Saturday Dust,Modern Country Pop,Bro Country Pop,male,playful,95,6,tailgate party,0:10,77,44,188,TRUE,moder-c09,"Bro Country Pop, playful male lead vocal, warm twangy lead; 95 BPM; production: twangy electric lead, subtle 808 in chorus, bright acoustic guitar; theme: you and the truck; hook at 0:10 (post-chorus 'oh-oh' tag); Spotify-editorial-ready production; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Front Memory,Modern Country Pop,Country-Crossover,female,heartbroken,118,9,tailgate party,0:06,71,55,149,TRUE,moder-c09,"Country-Crossover, heartbroken female lead vocal, bright country pop female lead; 118 BPM; production: modern stadium drums, twangy electric lead, subtle 808 in chorus; theme: backroad nostalgia; hook at 0:06 (echoed call-and-response hook); TikTok-hook-first arrangement; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Faded Love,Modern Country Pop,Country Pop,male,tender,99,7,bonfire night,0:12,76,40,204,TRUE,moder-c09,"Country Pop, tender male lead vocal, raspy heartfelt male lead; 99 BPM; production: slide guitar lick, subtle 808 in chorus, modern stadium drums; theme: Friday night lights; hook at 0:12 (single-line repeatable hook); sync-license cinematic finish; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Tailgate Kiss,Modern Country Pop,Bro Country Pop,female,celebratory,126,7,tailgate party,0:10,69,40,131,TRUE,moder-c09,"Bro Country Pop, celebratory female lead vocal, bright country pop female lead; 126 BPM; production: slide guitar lick, claps and stomps, fiddle accent; theme: Friday night lights; hook at 0:10 (melodic ad-lib hook); modern radio-ready mix; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Whiskey Roads,Modern Country Pop,Stadium Country,male,yearning,105,7,backroad summer drive,0:06,65,55,99,TRUE,moder-c09,"Stadium Country, yearning male lead vocal, anthemic belted chorus; 105 BPM; production: anthemic snare backbeat, subtle 808 in chorus, bright acoustic guitar; theme: you and the truck; hook at 0:06 (earworm vowel-loop hook); playlist-core sonic palette; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Backroad Hour,Modern Country Pop,Country Pop,female,wistful,116,7,bonfire night,0:10,77,53,107,TRUE,moder-c09,"Country Pop, wistful female lead vocal, bright country pop female lead; 116 BPM; production: subtle 808 in chorus, modern stadium drums, twangy electric lead; theme: Sunday porch hymn; hook at 0:10 (single-line repeatable hook); billboard-ready master; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Magnolia Truck (feat. The Night) Reprise,Modern Country Pop,Country-Crossover,female,nostalgic,129,6,small-town main street,0:10,69,42,173,TRUE,moder-c09,"Country-Crossover, nostalgic female lead vocal, soft acoustic verse, big chorus; 129 BPM; production: bright acoustic guitar, slide guitar lick, banjo pluck; theme: Sunday porch hymn; hook at 0:10 (title-as-hook payoff); playlist-core sonic palette; vocals required; replayable radio-quality; feels familiar to fans of mainstream modern country pop but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
